lncRNA_ID,lncRNA_Class,mRNA_ID
STRG.5142.1,antisense,XM_004509698.3
STRG.5143.1,overlapping,XR_001144418.2
STRG.5143.1,overlapping,XR_003474257.1
STRG.5143.1,antisense,XM_004509701.3
STRG.5144.1,overlapping,XM_004509704.3
STRG.5144.1,overlapping,XM_012718382.2
STRG.5144.1,overlapping,XM_004509706.3
STRG.5146.1,intronic,XR_003474163.1
STRG.5147.1,intronic,XR_003474331.1
STRG.5148.1,overlapping,XR_003474153.1
STRG.5148.1,overlapping,XR_003474154.1
STRG.5148.2,overlapping,XR_003474153.1
STRG.5148.2,overlapping,XR_003474154.1
STRG.515.1,intronic,XR_003473677.1
STRG.5151.1,intronic,XM_004509757.1
STRG.5152.1,overlapping,XR_003473959.1
STRG.5154.1,overlapping,XM_012718417.2
STRG.5154.1,overlapping,XM_027336434.1
STRG.5154.1,overlapping,XM_027336432.1
STRG.5154.1,overlapping,XR_003474024.1
STRG.5154.1,overlapping,XM_027336435.1
STRG.5154.1,overlapping,XM_027336431.1
STRG.5154.1,overlapping,XM_027336433.1
STRG.5154.2,intronic,XM_027336435.1
STRG.5154.2,overlapping,XM_027336433.1
STRG.5154.2,overlapping,XM_012718417.2
STRG.5154.2,overlapping,XM_027336434.1
STRG.5154.2,overlapping,XM_027336432.1
STRG.5154.2,overlapping,XR_003474024.1
STRG.5154.2,intronic,XM_027336431.1
STRG.5157.1,overlapping,XR_003474347.1
STRG.5158.1,overlapping,XM_004509769.3
STRG.5161.1,antisense,XM_004509777.3
STRG.5162.1,intronic,XM_027336855.1
STRG.5163.1,intronic,XR_003474310.1
STRG.5164.1,overlapping,XM_004509780.3
STRG.5165.1,overlapping,XR_003474327.1
STRG.5166.1,intronic,XM_004509786.3
STRG.5166.1,intronic,XM_004509787.3
STRG.5166.1,intronic,XM_012718429.2
STRG.5167.1,overlapping,XM_004509789.3
STRG.517.1,intronic,XM_004488411.2
STRG.5170.1,overlapping,XR_003474197.1
STRG.5171.1,overlapping,XM_004509795.3
STRG.5171.1,overlapping,XM_012718460.2
STRG.5171.1,overlapping,XM_027337055.1
STRG.5171.1,overlapping,XM_027337046.1
STRG.5171.1,overlapping,XM_012718459.2
STRG.5171.1,overlapping,XM_012718458.2
STRG.5171.1,overlapping,XM_027337052.1
STRG.5171.1,overlapping,XM_004509794.3
STRG.5171.1,overlapping,XM_027337053.1
STRG.5171.1,overlapping,XM_027337056.1
STRG.5171.1,overlapping,XM_012718461.2
STRG.5171.1,overlapping,XM_027337051.1
STRG.5171.1,overlapping,XM_027337050.1
STRG.5171.1,overlapping,XM_027337049.1
STRG.5171.1,overlapping,XM_027337054.1
STRG.5171.1,overlapping,XM_027337047.1
STRG.5171.1,overlapping,XM_027337048.1
STRG.5173.1,intronic,XM_012718453.2
STRG.5173.1,intronic,XM_004509801.3
STRG.5173.1,intronic,XM_012718452.2
STRG.5173.1,intronic,XR_003474245.1
STRG.5173.1,intronic,XM_004509802.3
STRG.5174.1,overlapping,XM_004509846.1
STRG.5174.1,antisense,XM_004509804.3
STRG.5174.1,overlapping,XM_004509845.1
STRG.5175.1,antisense,XM_004509804.3
STRG.5176.1,overlapping,XM_004509807.2
STRG.5180.1,overlapping,XM_004509814.3
STRG.5181.1,overlapping,XM_004509817.3
STRG.5182.1,overlapping,XM_004509821.3
STRG.5183.1,overlapping,XR_003474049.1
STRG.5183.1,overlapping,XR_003474048.1
STRG.5183.1,overlapping,XR_003474045.1
STRG.5183.1,overlapping,XR_003474050.1
STRG.5183.1,overlapping,XR_003474046.1
STRG.5183.1,overlapping,XR_003474047.1
STRG.5184.1,antisense,XM_027336675.1
STRG.5186.1,antisense,XM_027336665.1
STRG.5186.1,overlapping,XM_027336856.1
STRG.5188.1,antisense,XM_004509857.3
STRG.5188.1,antisense,XM_004509858.3
STRG.5189.1,antisense,XM_004509859.3
STRG.5189.1,antisense,XM_027337134.1
STRG.5190.1,intronic,XR_003474068.1
STRG.5191.1,overlapping,XM_004509864.3
STRG.5193.1,overlapping,XM_027336862.1
STRG.5193.1,overlapping,XM_027336860.1
STRG.5193.1,overlapping,XM_027336861.1
STRG.5194.1,intronic,XM_027336861.1
STRG.5194.1,overlapping,XM_012718474.2
STRG.5194.1,intronic,XM_027336862.1
STRG.5194.1,intronic,XM_012718472.2
STRG.5194.1,intronic,XM_027336860.1
STRG.5194.1,overlapping,XM_012718473.2
STRG.5197.1,intronic,XM_004509866.3
STRG.5198.1,overlapping,XM_004509866.3
STRG.5199.1,intronic,XM_012718466.2
STRG.52.1,antisense,XM_027330155.1
STRG.520.1,overlapping,XR_003471329.1
STRG.5200.1,intronic,XM_012718466.2
STRG.5202.1,antisense,XM_004509870.3
STRG.5206.1,intronic,XR_003474183.1
STRG.5207.1,overlapping,XM_004509901.3
STRG.5208.1,overlapping,XR_001144430.2
STRG.5208.1,overlapping,XR_003474008.1
STRG.5208.1,overlapping,XR_003474010.1
STRG.5208.1,overlapping,XR_003474007.1
STRG.5208.1,overlapping,XR_001144432.2
STRG.5208.1,overlapping,XR_001144433.2
STRG.5208.1,overlapping,XR_001144437.2
STRG.5208.1,overlapping,XR_001144434.2
STRG.5208.1,overlapping,XR_003474006.1
STRG.5208.1,overlapping,XR_003474009.1
STRG.5210.1,overlapping,XM_004509909.3
STRG.5211.1,overlapping,XR_001144442.2
STRG.5212.1,intronic,XR_001144442.2
STRG.5214.1,intronic,XR_001144439.2
STRG.5215.1,intronic,XM_012718489.2
STRG.5215.1,intronic,XM_004509918.3
STRG.5215.1,intronic,XM_012718488.2
STRG.5215.1,intronic,XM_012718487.2
STRG.5216.1,intronic,XM_004509920.3
STRG.5216.1,intronic,XM_012718497.2
STRG.5217.1,overlapping,XR_003474377.1
STRG.5217.1,overlapping,XR_003474361.1
STRG.5217.1,overlapping,XR_003474384.1
STRG.5217.1,overlapping,XR_003474376.1
STRG.5217.1,overlapping,XR_003474385.1
STRG.5217.1,intronic,XR_003473953.1
STRG.5217.1,intronic,XR_003473954.1
STRG.5217.1,overlapping,XR_003474387.1
STRG.5218.1,overlapping,XM_027336596.1
STRG.5218.1,antisense,XM_027336865.1
STRG.5218.1,antisense,XM_004509936.1
STRG.5219.1,overlapping,XM_027336596.1
STRG.522.1,overlapping,XR_003473839.1
STRG.5220.1,intronic,XM_004509937.1
STRG.5221.1,antisense,XM_004509927.3
STRG.5223.1,overlapping,XR_003474324.1
STRG.5224.1,intronic,XR_003474324.1
STRG.5225.1,intronic,XM_027336304.1
STRG.5228.1,intronic,XR_003474054.1
STRG.5228.1,overlapping,XM_027336503.1
STRG.5229.1,overlapping,XR_001144445.2
STRG.5229.1,overlapping,XR_003474136.1
STRG.5229.1,overlapping,XR_001144444.2
STRG.5229.1,overlapping,XR_190211.3
STRG.5229.1,overlapping,XR_001144443.2
STRG.5229.2,intronic,XR_190211.3
STRG.5229.2,intronic,XR_001144443.2
STRG.5229.2,intronic,XR_001144444.2
STRG.5229.2,intronic,XR_003474136.1
STRG.5229.2,intronic,XR_001144445.2
STRG.523.1,intronic,XM_004488437.3
STRG.523.1,intronic,XM_027335483.1
STRG.523.1,intronic,XM_027335487.1
STRG.5230.1,overlapping,XR_003474138.1
STRG.5231.1,overlapping,XR_003474120.1
STRG.5232.1,antisense,XM_004509944.3
STRG.5234.1,overlapping,XR_001144448.2
STRG.5237.1,overlapping,XR_003474028.1
STRG.5237.1,overlapping,XR_001144447.2
STRG.5237.2,overlapping,XR_001144447.2
STRG.5237.2,overlapping,XR_003474028.1
STRG.524.1,intronic,XM_027335293.1
STRG.524.1,intronic,XM_027335295.1
STRG.5243.1,overlapping,XM_004509971.3
STRG.5243.1,overlapping,XM_004509970.3
STRG.5246.1,antisense,XM_004509976.3
STRG.5248.1,overlapping,XM_004509977.3
STRG.5248.1,overlapping,XM_004509978.3
STRG.5248.2,overlapping,XM_004509978.3
STRG.5248.2,overlapping,XM_004509977.3
STRG.5249.1,overlapping,XR_003474039.1
STRG.525.1,intronic,XM_004488439.2
STRG.5251.1,intronic,XR_001144454.2
STRG.5252.1,overlapping,XR_003474161.1
STRG.5252.1,intronic,XR_001144452.2
STRG.5253.1,overlapping,XR_190214.3
STRG.5255.1,intronic,XR_003474325.1
STRG.5257.1,overlapping,XR_001144453.2
STRG.5258.1,intronic,XR_003474067.1
STRG.526.1,intronic,XR_001144968.2
STRG.5260.1,overlapping,XR_003474315.1
STRG.5261.1,overlapping,XR_003474392.1
STRG.5261.1,overlapping,XR_003474415.1
STRG.5261.1,antisense,XM_004510016.1
STRG.5262.1,antisense,XM_027336653.1
STRG.5263.1,overlapping,XR_001144456.2
STRG.5263.1,overlapping,XR_003474357.1
STRG.5263.1,overlapping,XR_003474355.1
STRG.5263.1,overlapping,XR_003474356.1
STRG.5263.1,overlapping,XR_001144458.2
STRG.5263.1,overlapping,XR_001144457.2
STRG.5263.2,overlapping,XR_001144457.2
STRG.5263.2,overlapping,XR_001144458.2
STRG.5263.2,overlapping,XR_003474356.1
STRG.5263.2,overlapping,XR_001144456.2
STRG.5263.2,overlapping,XR_003474355.1
STRG.5263.2,overlapping,XR_003474357.1
STRG.5263.3,overlapping,XR_003474357.1
STRG.5263.3,overlapping,XR_001144458.2
STRG.5263.3,overlapping,XR_003474356.1
STRG.5263.3,overlapping,XR_001144457.2
STRG.5263.3,overlapping,XR_001144456.2
STRG.5263.3,overlapping,XR_003474355.1
STRG.5264.1,antisense,XR_003474219.1
STRG.5264.1,antisense,XM_004510024.2
STRG.5265.1,intronic,XM_027336877.1
STRG.5266.1,overlapping,XM_004510032.3
STRG.5267.1,overlapping,XM_027337146.1
STRG.5267.1,antisense,XR_003474319.1
STRG.5267.1,antisense,XM_012718546.2
STRG.5267.1,overlapping,XR_003474318.1
STRG.5269.1,overlapping,XM_004510046.3
STRG.5269.1,overlapping,XM_004510047.3
STRG.527.1,overlapping,XR_001144971.2
STRG.5270.1,intronic,XM_004510050.3
STRG.5271.1,intronic,XM_027336533.1
STRG.5272.1,overlapping,XM_027336880.1
STRG.5273.1,overlapping,XR_001144460.2
STRG.5273.1,antisense,XM_027336880.1
STRG.5275.1,overlapping,XR_001144461.2
STRG.5276.1,antisense,XM_004510083.2
STRG.5277.1,antisense,XM_027336717.1
STRG.5277.1,antisense,XR_003474226.1
STRG.5277.1,antisense,XM_004510094.3
STRG.5277.1,antisense,XM_027336718.1
STRG.5277.1,antisense,XM_004510095.3
STRG.5278.1,overlapping,XM_004510112.3
STRG.5279.1,overlapping,XM_004510115.3
STRG.5279.1,overlapping,XM_004510116.3
STRG.528.1,intronic,XR_003471783.1
STRG.5281.1,antisense,XM_012718572.2
STRG.5281.1,antisense,XM_004510121.3
STRG.5282.1,overlapping,XR_003474180.1
STRG.5283.1,intronic,XR_001144469.2
STRG.5284.1,intronic,XR_003474190.1
STRG.5286.1,intronic,XM_027336656.1
STRG.5286.1,intronic,XM_027336655.1
STRG.5287.1,overlapping,XR_003474187.1
STRG.5287.1,overlapping,XR_003474189.1
STRG.5287.1,overlapping,XR_003474188.1
STRG.5288.1,overlapping,XM_004510131.3
STRG.5289.1,overlapping,XR_001144465.2
STRG.529.1,overlapping,XM_004488445.3
STRG.529.1,overlapping,XR_003472666.1
STRG.529.1,overlapping,XM_027334177.1
STRG.5290.1,overlapping,XR_001144464.2
STRG.5291.1,overlapping,XR_003474309.1
STRG.5292.1,overlapping,XR_001144463.2
STRG.5293.1,overlapping,XR_190218.3
STRG.5294.1,intronic,XR_003474018.1
STRG.5295.1,overlapping,XR_001144467.2
STRG.5296.1,overlapping,XR_003474214.1
STRG.5296.1,antisense,XM_027336585.1
STRG.5296.1,antisense,XM_012718561.2
STRG.5297.1,intronic,XR_003474214.1
STRG.5298.1,overlapping,XR_003474172.1
STRG.5299.1,intronic,XR_003474343.1
STRG.53.1,antisense,XM_004485650.3
STRG.530.1,intronic,XM_027334177.1
STRG.5300.1,overlapping,XR_003474186.1
STRG.5301.1,intronic,XR_003474358.1
STRG.5302.1,overlapping,XM_027336386.1
STRG.5303.1,overlapping,XM_012718570.2
STRG.5303.1,overlapping,XM_004510138.3
STRG.5303.1,overlapping,XM_027336386.1
STRG.5304.1,overlapping,XM_012718569.2
STRG.5305.1,antisense,XM_012718555.2
STRG.5306.1,intronic,XM_004510151.3
STRG.5307.1,overlapping,XM_027336373.1
STRG.5307.1,overlapping,XM_004510159.3
STRG.5308.1,overlapping,XM_004510160.3
STRG.5309.1,overlapping,XM_027337082.1
STRG.531.1,antisense,XM_004488445.3
STRG.531.1,antisense,XM_027334177.1
STRG.531.1,overlapping,XR_003472669.1
STRG.5310.1,overlapping,XR_001144468.2
STRG.5311.1,antisense,XM_012718577.2
STRG.5311.1,antisense,XM_004510169.3
STRG.5311.1,antisense,XM_004510168.2
STRG.5311.1,antisense,XR_003474306.1
STRG.5311.1,antisense,XR_001144471.2
STRG.5312.1,overlapping,XM_004510178.3
STRG.5313.1,overlapping,XR_001144462.2
STRG.5314.1,intronic,XM_004510192.3
STRG.5315.1,overlapping,XM_004510192.3
STRG.5316.1,overlapping,XM_012718560.2
STRG.5317.1,overlapping,XM_004510197.3
STRG.5318.1,overlapping,XM_027336578.1
STRG.5319.1,intronic,XR_190223.3
STRG.532.1,intronic,XM_027336979.1
STRG.5320.1,overlapping,XM_004510198.3
STRG.5320.1,overlapping,XM_004510200.3
STRG.5320.1,overlapping,XM_004510199.3
STRG.5320.2,overlapping,XM_004510200.3
STRG.5320.2,overlapping,XM_004510198.3
STRG.5320.2,overlapping,XM_004510199.3
STRG.5320.3,overlapping,XM_004510200.3
STRG.5320.3,overlapping,XM_004510198.3
STRG.5320.3,overlapping,XM_004510199.3
STRG.5321.1,intronic,XM_004510205.3
STRG.5322.1,intronic,XM_004510206.3
STRG.5324.1,overlapping,XM_027336593.1
STRG.5324.1,overlapping,XM_004510212.3
STRG.5325.1,overlapping,XM_027336884.1
STRG.5325.1,intronic,XM_027336594.1
STRG.5326.1,intronic,XM_004510233.2
STRG.533.1,intronic,XM_027336017.1
STRG.533.1,intronic,XM_027336014.1
STRG.5330.1,intronic,XM_004510234.3
STRG.5331.1,overlapping,XM_027336561.1
STRG.5331.1,overlapping,XR_003474150.1
STRG.5331.1,overlapping,XR_003474148.1
STRG.5331.1,overlapping,XR_003474152.1
STRG.5331.1,overlapping,XR_003474149.1
STRG.5331.1,overlapping,XR_003474147.1
STRG.5331.1,overlapping,XR_003474151.1
STRG.5332.1,overlapping,XM_004510236.3
STRG.5332.1,overlapping,XM_004510237.3
STRG.5333.1,overlapping,XR_003474285.1
STRG.5333.1,overlapping,XR_003474284.1
STRG.5333.1,overlapping,XR_003474287.1
STRG.5333.1,overlapping,XR_003474288.1
STRG.5333.1,overlapping,XR_003474289.1
STRG.5333.1,overlapping,XR_003474286.1
STRG.5333.1,overlapping,XR_003474290.1
STRG.5336.1,intronic,XR_003474292.1
STRG.5337.1,overlapping,XR_190224.3
STRG.5337.1,overlapping,XR_001144477.2
STRG.5338.1,antisense,XM_004510258.3
STRG.5339.1,intronic,XM_004510265.3
STRG.5340.1,overlapping,XM_027336548.1
STRG.5341.1,antisense,XM_004510271.3
STRG.5341.1,antisense,XM_004510272.3
STRG.5342.1,antisense,XM_004510271.3
STRG.5342.1,antisense,XM_004510272.3
STRG.5344.1,antisense,XM_004510291.3
STRG.5344.1,antisense,XM_012718611.1
STRG.5345.1,antisense,XM_004510300.3
STRG.5345.1,antisense,XM_004510299.2
STRG.5346.1,overlapping,XM_004510309.3
STRG.5346.1,overlapping,XM_004510310.3
STRG.5347.1,antisense,XM_012718599.2
STRG.5347.1,antisense,XM_004510311.3
STRG.5347.1,overlapping,XR_003474261.1
STRG.5348.1,intronic,XR_003474011.1
STRG.5349.1,overlapping,XM_004510317.3
STRG.5350.1,antisense,XM_004510321.3
STRG.5351.1,antisense,XM_004510324.3
STRG.5351.1,overlapping,XR_001144478.2
STRG.5352.1,overlapping,NM_001279044.1
STRG.5353.1,intronic,XM_004510338.3
STRG.5354.1,intronic,XM_004510339.3
STRG.5356.1,overlapping,XM_012718623.2
STRG.5357.1,antisense,XM_012718627.2
STRG.5358.1,overlapping,XR_001144486.2
STRG.5359.1,overlapping,XM_004510434.3
STRG.536.1,antisense,XM_012711785.2
STRG.536.1,overlapping,XR_003472867.1
STRG.5360.1,overlapping,XM_027337196.1
STRG.5361.1,antisense,XM_027336886.1
STRG.5361.1,antisense,XM_004510354.3
STRG.5361.1,antisense,XM_004510355.3
STRG.5362.1,overlapping,XM_004510362.3
STRG.5363.1,overlapping,XM_012718615.2
STRG.5364.1,overlapping,XM_004510365.2
STRG.5364.1,overlapping,XM_027336458.1
STRG.5365.1,overlapping,XM_012718641.2
STRG.5366.1,antisense,XM_004510384.3
STRG.5366.1,overlapping,XR_003474017.1
STRG.5367.1,intronic,XM_012718598.2
STRG.5367.1,intronic,XM_027336510.1
STRG.5367.1,intronic,XM_012718597.2
STRG.5367.1,intronic,XM_012718595.2
STRG.5367.1,intronic,XM_027336511.1
STRG.5367.1,intronic,XM_012718594.2
STRG.537.1,overlapping,XR_001142928.2
STRG.537.1,intronic,XM_027334495.1
STRG.537.1,overlapping,XR_003472853.1
STRG.537.1,intronic,XM_027334492.1
STRG.5370.1,antisense,XM_012718618.2
STRG.5370.1,antisense,XM_004510394.3
STRG.5371.1,overlapping,XM_004510394.3
STRG.5373.1,overlapping,XM_004510393.3
STRG.5373.1,intronic,XM_004510392.3
STRG.5374.1,overlapping,XM_027336396.1
STRG.5374.1,overlapping,XM_004510399.3
STRG.5374.1,overlapping,XM_004510398.3
STRG.5374.1,overlapping,XM_027336397.1
STRG.5374.1,overlapping,XM_012718590.2
STRG.5375.1,overlapping,XM_027336471.1
STRG.5375.1,overlapping,XM_027336470.1
STRG.5375.1,overlapping,XM_004510404.3
STRG.5376.1,overlapping,XM_004510405.3
STRG.5377.1,overlapping,XR_003474137.1
STRG.5378.1,intronic,XR_003474029.1
STRG.5378.1,antisense,XM_012718592.2
STRG.5378.1,antisense,XM_027336447.1
STRG.5379.1,overlapping,XR_001144479.2
STRG.538.1,intronic,XM_004488476.3
STRG.5380.1,overlapping,XM_004510415.3
STRG.5380.1,overlapping,XM_004510414.3
STRG.5382.1,antisense,XM_004510423.3
STRG.5385.1,intronic,XM_004510451.3
STRG.5385.1,intronic,XM_012718653.2
STRG.5386.1,overlapping,XM_027336418.1
STRG.5386.1,overlapping,XM_004510459.3
STRG.5386.1,overlapping,XM_004510461.2
STRG.5386.1,overlapping,XM_004510458.3
STRG.5386.1,overlapping,XM_027336419.1
STRG.5386.1,overlapping,XM_004510462.3
STRG.5386.1,overlapping,XM_004510460.3
STRG.5386.1,overlapping,XM_004510463.3
STRG.5386.1,overlapping,XM_027336420.1
STRG.5386.1,overlapping,XM_004510464.2
STRG.5387.1,intronic,XR_003474200.1
STRG.5387.1,intronic,XR_003474201.1
STRG.5387.1,intronic,XR_003474199.1
STRG.5387.1,intronic,XR_003474202.1
STRG.5390.1,antisense,XM_004510486.3
STRG.5390.1,antisense,XM_004510485.3
STRG.5391.1,overlapping,XM_004510489.3
STRG.5391.1,overlapping,XM_004510490.3
STRG.5392.1,intronic,XM_004510494.3
STRG.5393.1,antisense,XM_004510499.3
STRG.5394.1,overlapping,XR_003474003.1
STRG.5395.1,intronic,XR_003474005.1
STRG.5396.1,overlapping,XM_004510504.3
STRG.5397.1,intronic,XM_027336488.1
STRG.5398.1,antisense,XM_004510512.3
STRG.5398.1,overlapping,XR_003474144.1
STRG.5399.1,overlapping,XM_012718649.2
STRG.5399.1,overlapping,XM_004510519.3
STRG.54.1,antisense,XM_004485652.2
STRG.54.1,overlapping,XR_003471929.1
STRG.5401.1,overlapping,XR_003474352.1
STRG.5401.1,overlapping,XR_001144492.1
STRG.5401.1,overlapping,XR_001144491.1
STRG.5401.1,overlapping,XR_003474353.1
STRG.5401.2,overlapping,XR_003474352.1
STRG.5401.2,overlapping,XR_001144491.1
STRG.5401.2,overlapping,XR_003474353.1
STRG.5401.2,overlapping,XR_001144492.1
STRG.5402.1,intronic,XR_001144494.2
STRG.5405.1,antisense,XM_004510557.3
STRG.5406.1,intronic,XR_003474181.1
STRG.5408.1,overlapping,XM_004510572.3
STRG.5409.1,overlapping,XR_190232.2
STRG.541.1,intronic,XM_004488499.3
STRG.5410.1,intronic,XR_003473966.1
STRG.5413.1,overlapping,XM_004510585.3
STRG.5414.1,overlapping,XM_004510586.3
STRG.5415.1,antisense,XM_012718692.2
STRG.5415.1,antisense,XM_004510587.3
STRG.5417.1,intronic,XR_003474341.1
STRG.5418.1,overlapping,XM_004510596.3
STRG.5418.1,overlapping,XR_190234.3
STRG.5418.1,antisense,XM_004510595.3
STRG.5418.1,antisense,XM_027337168.1
STRG.5419.1,overlapping,XR_001144496.2
STRG.542.1,overlapping,XR_189362.3
STRG.5420.1,antisense,XM_004510597.3
STRG.5421.1,antisense,XM_004510598.3
STRG.5421.1,antisense,XM_004510599.3
STRG.5422.1,overlapping,XM_004510603.3
STRG.5423.1,intronic,XM_004510614.3
STRG.5424.1,overlapping,XM_004510629.3
STRG.5424.1,overlapping,XM_004510619.3
STRG.5426.1,intronic,XM_027336890.1
STRG.5427.1,overlapping,XM_027336485.1
STRG.5427.1,overlapping,XM_027336487.1
STRG.5427.1,overlapping,XM_027336486.1
STRG.5427.1,overlapping,XM_027336484.1
STRG.5428.1,overlapping,XM_004510679.3
STRG.5429.1,antisense,XM_012718698.2
STRG.5429.1,antisense,XM_012718697.2
STRG.543.1,antisense,XM_027335326.1
STRG.543.1,overlapping,XM_004488508.3
STRG.5431.1,intronic,XR_003474035.1
STRG.5431.1,intronic,XR_003474034.1
STRG.5432.1,overlapping,XM_004510649.3
STRG.5433.1,intronic,XM_027336893.1
STRG.5437.1,overlapping,XR_001144497.2
STRG.5437.1,overlapping,XM_004510686.3
STRG.5437.2,overlapping,XM_004510686.3
STRG.5437.2,overlapping,XR_001144497.2
STRG.5441.1,overlapping,XR_001144500.2
STRG.5442.1,intronic,XM_012718717.2
STRG.5443.1,overlapping,XM_012718712.2
STRG.5444.1,intronic,XM_004510735.3
STRG.5445.1,antisense,XM_004510735.3
STRG.5446.1,intronic,XM_004510773.1
STRG.5447.1,overlapping,XM_004510740.3
STRG.5448.1,overlapping,XM_004510741.3
STRG.5448.1,overlapping,XR_003474030.1
STRG.5449.1,overlapping,XM_012718716.2
STRG.5451.1,overlapping,XM_004510747.3
STRG.5452.1,antisense,XM_004510750.3
STRG.5453.1,overlapping,XM_004510751.3
STRG.5454.1,antisense,XM_004510757.3
STRG.5454.1,antisense,XM_004510758.3
STRG.5454.1,antisense,XM_027336587.1
STRG.5454.1,antisense,XM_004510756.3
STRG.5456.1,intronic,XM_004510756.3
STRG.5457.1,antisense,XM_004510762.3
STRG.5458.1,antisense,XM_004510764.3
STRG.5460.1,overlapping,XR_003473952.1
STRG.5461.1,overlapping,XM_004510779.3
STRG.5463.1,overlapping,XM_012718748.2
STRG.5463.1,overlapping,XM_004510797.3
STRG.5464.1,antisense,XM_004510807.3
STRG.5465.1,intronic,XR_003474135.1
STRG.5466.1,overlapping,XM_004510811.3
STRG.5467.1,antisense,XM_027337067.1
STRG.5467.1,overlapping,XM_004510821.3
STRG.5467.1,overlapping,XM_027337066.1
STRG.5468.1,overlapping,XM_027337067.1
STRG.5468.1,overlapping,XM_004510824.3
STRG.547.1,antisense,XR_003473950.1
STRG.547.1,overlapping,XR_003473949.1
STRG.5470.1,overlapping,XM_004510857.3
STRG.5471.1,antisense,XM_004510858.3
STRG.5471.1,antisense,XM_027336456.1
STRG.5471.1,antisense,XM_012718746.2
STRG.5471.1,antisense,XM_012718745.2
STRG.5472.1,intronic,XM_012718745.2
STRG.5472.1,intronic,XM_004510858.3
STRG.5472.1,intronic,XM_027336456.1
STRG.5472.1,intronic,XM_012718746.2
STRG.5473.1,antisense,XM_004510837.3
STRG.5476.1,overlapping,XM_027336898.1
STRG.5476.1,intronic,XM_012718756.2
STRG.5477.1,overlapping,XM_027336899.1
STRG.548.1,antisense,XR_003473950.1
STRG.548.1,overlapping,XR_003473949.1
STRG.5480.1,intronic,XR_003474198.1
STRG.5481.1,overlapping,XM_027336565.1
STRG.5481.1,overlapping,XM_027336564.1
STRG.5481.1,overlapping,XM_004510870.3
STRG.5481.1,overlapping,XM_027336566.1
STRG.5482.1,intronic,XM_027336823.1
STRG.5482.1,intronic,XM_004510871.3
STRG.5483.1,antisense,XM_027336823.1
STRG.5483.1,antisense,XM_004510871.3
STRG.5484.1,overlapping,XM_027336823.1
STRG.5484.1,intronic,XM_004510871.3
STRG.5486.1,overlapping,XM_004510877.3
STRG.5486.1,overlapping,XM_012718766.2
STRG.5486.2,overlapping,XM_012718766.2
STRG.5486.2,overlapping,XM_004510877.3
STRG.5487.1,antisense,XM_004510881.3
STRG.5488.1,overlapping,XM_004510881.3
STRG.5489.1,intronic,XR_003474121.1
STRG.549.1,overlapping,XR_189363.3
STRG.549.1,overlapping,XR_003471458.1
STRG.5491.1,overlapping,XR_001144502.2
STRG.5491.1,overlapping,XR_003474143.1
STRG.5492.1,overlapping,XM_004510896.3
STRG.5494.1,overlapping,XM_004510904.3
STRG.5496.1,overlapping,XM_004510911.3
STRG.5496.1,overlapping,XM_004510912.3
STRG.5499.1,antisense,XM_004510934.2
STRG.55.1,overlapping,XR_003471929.1
STRG.5500.1,antisense,XM_004510938.3
STRG.5502.1,overlapping,XM_004510944.3
STRG.5503.1,intronic,XM_027336906.1
STRG.5504.1,overlapping,XM_027336906.1
STRG.5504.1,overlapping,XR_003474213.1
STRG.5507.1,overlapping,XM_012718790.2
STRG.551.1,overlapping,XM_004488525.3
STRG.5511.1,intronic,XM_004510970.3
STRG.5511.1,intronic,XM_027337165.1
STRG.5513.1,intronic,XM_012718796.2
STRG.5514.1,intronic,XM_012718800.2
STRG.5514.1,intronic,XM_004510974.3
STRG.5514.1,intronic,XM_012718798.1
STRG.5515.1,overlapping,XM_004510977.3
STRG.5516.1,intronic,XR_003474339.1
STRG.5517.1,intronic,XR_003474169.1
STRG.5518.1,intronic,XM_012718789.2
STRG.5518.1,intronic,XM_004510981.3
STRG.5518.1,intronic,XM_012718788.2
STRG.5520.1,overlapping,XM_027336405.1
STRG.5520.1,overlapping,XM_027336403.1
STRG.5520.1,overlapping,XM_027336402.1
STRG.5520.1,intronic,XM_004510988.3
STRG.5520.1,overlapping,XM_027336407.1
STRG.5520.1,overlapping,XM_027336404.1
STRG.5520.1,overlapping,XM_027336406.1
STRG.5520.1,intronic,XM_027336408.1
STRG.5520.1,overlapping,XM_027336401.1
STRG.5520.1,overlapping,XM_004510987.3
STRG.5521.1,antisense,XM_004510991.3
STRG.5522.1,intronic,XR_003474204.1
STRG.5523.1,antisense,XM_004511000.3
STRG.5525.1,antisense,XR_001144507.2
STRG.5525.1,overlapping,XM_004511037.3
STRG.5526.1,intronic,XR_001144507.2
STRG.5527.1,overlapping,XM_004511015.3
STRG.5527.1,overlapping,XM_012718807.2
STRG.5528.1,intronic,XR_001144506.2
STRG.5529.1,overlapping,XM_004511024.3
STRG.553.1,antisense,XR_003473637.1
STRG.553.1,antisense,XR_003473636.1
STRG.5531.1,antisense,XM_004511045.2
STRG.5532.1,overlapping,XR_190242.3
STRG.5535.1,intronic,XM_004511032.3
STRG.5535.1,overlapping,XM_027336423.1
STRG.5535.1,overlapping,XM_012718809.2
STRG.5537.1,antisense,XM_004511036.3
STRG.554.1,overlapping,XR_003473767.1
STRG.5540.1,overlapping,XM_004511053.3
STRG.5541.1,antisense,XM_027336465.1
STRG.5541.1,antisense,XM_004511057.3
STRG.5542.1,intronic,XR_003474042.1
STRG.5542.1,intronic,XR_003474040.1
